content,convId,userId,expected_meta
最近想开发环氧丙烷这块业务，有没有靠谱的上游供应商推荐？,1782441481215,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有没有做柴油的经销商想找新的上游供应商？,1782441481216,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有做钢结构工程的客户资源，想找些靠谱的上游供应商合作？,1782441481217,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发一批做纯电动汽车的经销商，大家知道哪里的渠道比较靠谱吗？,1782441481218,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找铌合金条的上游供应商，有没有靠谱的渠道能推荐一下，想开发点新商机。,1782441481219,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
我想找做氧化铝载体的上游供应商，有没有靠谱的渠道可以介绍？,1782441481220,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我们想找一些做超声波流量计的经销商，手头有没有靠谱的渠道能对接？,1782441481221,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发下游经销商，有没有做铝土矿的渠道商推荐？,1782441481222,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在跑工程测绘这块，三维激光扫描测量仪怎么帮我找到下游经销商合作拓展渠道？,1782441481223,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有做烧结设备的经销商渠道，我想找他们一起开发下游客户，看看有什么商机？,1782441481224,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想拓展下游经销商，有没有做分离器的靠谱渠道推荐一下？,1782441481225,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想找一批做无烟煤生意的经销商，你们那边有没有靠谱的上游供应商能对接？,1782441481226,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我们手头有磷化铟单晶和单晶片，想找靠谱的上游供应商稳定拿货，有推荐没？,1782441481227,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想找一些做干酪的经销商，有没有靠谱的渠道推荐啊？,1782441481228,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
轴承钢这块的客户到底有哪些阀门厂？想找几个靠谱的经销商合作。,1782441481229,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找氯代乙酸的客户，有没有做农药中间体的下游经销商推荐？,1782441481230,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找锂离子蓄电池的上游供应商，有没有靠谱的渠道可以对接一下？,1782441481231,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在做港口设备这块，想问问哪里有卖龙门起重机的上游供应商，能对接下游经销商一起出货？,1782441481232,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近有没有做钛酸钡的下游客户在找渠道，我想开发几个靠谱的经销商把货铺开。,1782441481233,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
怎么找那些用丙二醇做原料的客户，顺带挖点下游经销商的商机？,1782441481234,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
现在做逆变器的上游供应商好找吗，我想找些靠谱渠道来开发下游经销商？,1782441481235,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想开发几个靠谱的经销商，帮我找找做球墨铸铁管的渠道，有没有资源介绍？,1782441481236,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我们这边做鸡的，想找几个靠谱的经销商，有没有渠道能对接上啊？,1782441481237,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
怎么找到需要EVA封装胶膜的经销商，挖掘更多商机？,1782441481238,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
各位老铁，最近冷冻淡水小龙虾这块，有没有靠谱的上游供应商？想找点便宜的渠道进货。,1782441481239,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
想找些做食品加工的客户，他们用真空干燥设备的话，上游供应商和下游经销商能不能一起开发出来？,1782441481240,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我们这边做氨水贸易的，想找几个靠谱的上游供应商，你有渠道推荐吗？,1782441481241,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在跑军工客户，有没有做行波管的上游供应商推荐一下？,1782441481242,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找热电偶温度计的客户，有没有什么渠道能挖掘到新的商机？,1782441481243,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近手头有几个做天然气的客户，怎么帮他们对接靠谱的上游供应商？,1782441481244,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找三氯化磷的客户，有没有靠谱的经销商或者上游供应商能对接一下？,1782441481245,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
我们公司做光刻机的，怎么才能找到靠谱的下游芯片厂客户啊？,1782441481246,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
我们想开发一批做特种变压器的上游供应商，各位手里有没有靠谱的渠道能对接？,1782441481247,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
咱们做色谱柱这块，有哪些靠谱的上游供应商能长期稳定供货，方便对接下游客户？,1782441481248,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想做一批高速连接器的渠道拓展，有没有靠谱的QSFP高速连接器上游供应商推荐？,1782441481249,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找热敏电阻器的下游经销商，有没有比较靠谱的渠道能对接上？,1782441481250,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
我想找做1080布的经销商，手上有几个客户想对接，上游供应商有哪些靠谱的？,1782441481251,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
